WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,LOCATION,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
64.3714,2,1,3,2,3,1,1,2,1,72000,1300,3,3,202101,0.9585,21010001,I,I,I,I,I,I,I,I,I,I,I
18.0105,2,1,3,2,4,1,1,2,1,54000,670,1,1,202101,0.9585,21010002,R,R,R,R,R,R,R,R,R,R,R
18.0105,2,1,3,2,4,3,1,2,1,70000,1200,3,1,202101,0.9585,21010003,I,I,I,I,I,I,I,I,I,I,I
18.0105,1,1,3,2,4,1,1,2,1,72000,750,1,1,202101,0.9585,21010004,R,R,R,R,R,R,R,R,R,R,R
18.0105,2,1,4,2,4,3,1,2,1,53000,750,1,1,202101,0.9585,21010005,I,I,I,I,I,I,I,I,I,I,I
18.0105,2,1,3,2,4,1,1,2,1,43900,570,1,3,202101,0.9585,21010006,R,R,R,R,R,R,R,R,R,R,R
18.0105,2,1,4,2,4,3,1,3,1,61000,650,1,1,202101,0.9585,21010007,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,4,2,3,1,1,2,1,66000,930,3,1,202101,0.9585,21010008,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,1,1,74000,960,1,3,202101,0.9585,21010009,R,R,R,R,R,R,R,I,I,I,I
64.3714,2,1,3,2,3,1,1,2,1,80000,670,1,1,202101,0.9585,21010010,R,R,R,R,R,R,R,R,R,R,R
64.3714,1,1,4,1,3,1,1,2,1,9,1000,3,1,202101,0.9585,21010011,R,9,R,R,R,R,R,R,R,R,R
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010012,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,75000,1200,3,1,202101,0.9585,21010013,R,R,R,R,R,R,R,R,R,R,R
14.6364,1,1,3,2,2,1,1,2,1,54000,770,1,1,202101,0.9585,21010014,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,5,2,2,1,1,2,1,62000,1100,3,1,202101,0.9585,21010015,R,R,R,R,R,R,R,I,R,I,I
14.6364,1,1,3,2,2,1,2,1,1,64000,1100,3,1,202101,0.9585,21010016,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010017,R,I,I,I,I,R,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010018,I,I,I,I,I,I,I,I,I,I,I
14.6364,1,1,3,2,2,1,1,1,1,72000,1300,3,1,202101,0.9585,21010019,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010020,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,60000,1000,1,1,202101,0.9585,21010021,R,R,R,R,R,R,R,R,R,R,R
14.6364,2,1,3,2,2,1,1,2,1,58000,900,1,1,202101,0.9585,21010022,I,I,I,I,I,I,I,I,I,I,I
14.6364,1,1,3,1,2,1,1,2,1,9,1300,3,1,202101,0.9585,21010023,I,9,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,2,2,1,52000,1100,3,1,202101,0.9585,21010024,R,R,R,R,R,R,I,R,R,R,R
14.6364,1,1,3,2,2,1,1,2,1,66000,1100,3,1,202101,0.9585,21010025,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,2,1,1,52000,780,1,3,202101,0.9585,21010026,R,R,R,R,R,R,R,R,R,R,R
14.6364,2,1,3,2,2,1,1,2,1,76000,1100,3,1,202101,0.9585,21010027,R,R,R,R,R,R,R,R,R,R,R
14.6364,2,1,3,2,2,1,2,2,1,70000,1200,3,1,202101,0.9585,21010028,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,72000,1300,3,1,202101,0.9585,21010029,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,1,2,1,1,2,1,9,1100,3,1,202101,0.9585,21010030,R,9,R,R,R,R,I,I,R,I,I
64.3714,2,1,3,2,3,1,1,1,1,66000,1100,3,1,202101,0.9585,21010031,I,I,I,I,I,I,I,I,I,I,I
64.3714,2,1,3,2,3,1,1,2,1,70000,1200,3,3,202101,0.9585,21010032,R,I,R,R,R,R,I,I,I,I,I
64.3714,2,1,5,2,3,1,1,2,1,73000,1200,3,3,202101,0.9585,21010033,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,69000,1300,3,1,202101,0.9585,21010034,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,1,1,62000,1400,3,1,202101,0.9585,21010035,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,70000,1300,3,1,202101,0.9585,21010036,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,50000,1300,3,1,202101,0.9585,21010037,R,R,R,R,R,R,R,R,R,R,R
14.6364,2,1,5,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010038,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010039,R,I,I,I,I,R,I,I,R,I,I
14.6364,2,1,3,2,2,1,1,2,1,64000,1100,3,1,202101,0.9585,21010040,I,I,I,I,I,I,I,I,I,I,I
14.6364,1,1,3,2,2,1,1,3,1,43600,1100,3,1,202101,0.9585,21010041,R,R,R,R,R,R,R,R,R,R,R
14.6364,1,1,3,2,2,1,1,2,1,63000,1000,1,1,202101,0.9585,21010042,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,2,2,1,1,2,1,70000,1000,1,1,202101,0.9585,21010043,R,R,R,R,R,R,R,R,R,R,R
18.0105,2,1,3,2,4,2,1,2,1,70000,1200,3,1,202101,0.9585,21010044,I,I,I,I,I,I,I,I,I,I,I
18.0105,2,1,5,2,4,1,2,1,1,49000,570,1,3,202101,0.9585,21010045,I,I,I,I,I,I,I,I,I,I,I
10.6333,2,1,3,2,1,1,1,2,1,64000,1100,1,3,202101,0.9585,21010046,I,I,I,I,I,I,I,I,I,I,I
64.3714,2,1,3,2,3,1,1,2,1,60000,960,1,3,202101,0.9585,21010047,I,I,I,I,I,I,I,I,I,I,I
14.6364,1,1,3,2,2,1,1,2,1,54000,1000,1,1,202101,0.9585,21010048,R,R,R,R,R,R,I,R,R,R,R
14.6364,1,1,3,2,2,1,1,1,1,54000,1100,3,1,202101,0.9585,21010049,R,R,R,R,R,R,I,R,R,R,R
14.6364,2,1,3,2,2,1,1,2,1,67000,1200,3,1,202101,0.9585,21010050,I,I,I,I,I,I,I,I,I,I,I
14.6364,1,1,3,2,2,1,1,2,1,63000,1000,1,1,202101,0.9585,21010051,I,I,I,I,I,I,I,I,I,I,I
14.6364,2,1,3,1,2,1,1,2,1,9,840,3,1,202101,0.9585,21010052,R,9,R,R,R,R,R,R,R,R,R
14.6364,1,1,3,2,2,1,1,1,1,43600,770,1,1,202101,0.9585,21010053,R,R,R,R,R,R,R,R,R,R,R
64.3714,1,1,3,1,3,1,1,2,1,9,1200,3,3,202101,0.9585,21010054,R,9,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,65000,1200,3,3,202101,0.9585,21010055,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,72000,1300,3,1,202101,0.9585,21010056,I,I,I,I,I,I,I,I,I,I,I
18.0105,2,1,3,2,4,1,1,2,1,60000,730,1,1,202101,0.9585,21010057,R,R,R,R,R,R,I,I,I,I,I
10.6333,1,1,3,1,1,1,1,2,1,9,980,3,1,202101,0.9585,21010058,R,9,I,I,I,I,I,I,I,I,I
10.6333,2,1,5,2,1,1,1,2,1,72000,1200,3,1,202101,0.9585,21010059,I,I,I,I,I,I,I,I,I,I,I
10.6333,2,1,3,2,1,1,1,2,1,75000,920,3,1,202101,0.9585,21010060,R,R,R,R,R,R,R,R,R,R,R
10.6333,2,1,3,2,1,1,1,1,1,83000,1200,3,1,202101,0.9585,21010061,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,5,2,3,1,2,2,1,41700,670,1,3,202101,0.9585,21010062,I,I,I,I,I,I,I,I,I,I,I
64.3714,2,1,5,2,3,1,1,2,1,73000,1100,3,3,202101,0.9585,21010063,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,64000,1100,3,3,202101,0.9585,21010064,I,I,I,I,I,I,I,I,I,I,I
64.3714,2,1,5,2,3,1,1,2,1,62000,1200,3,3,202101,0.9585,21010065,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,80000,1200,3,3,202101,0.9585,21010066,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,62000,1200,3,1,202101,0.9585,21010067,R,R,R,R,R,R,R,R,R,R,R
64.3714,1,1,5,1,3,1,1,2,1,9,1400,3,1,202101,0.9585,21010068,R,9,R,R,R,R,R,R,R,R,R
64.3714,1,1,3,1,3,1,1,1,1,9,1100,3,1,202101,0.9585,21010069,R,9,R,R,R,R,R,R,R,R,R
64.3714,2,1,5,2,3,1,1,2,1,50000,920,3,3,202101,0.9585,21010070,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,41700,840,1,1,202101,0.9585,21010071,R,R,R,R,R,R,R,R,R,R,R
64.3714,2,1,3,2,3,1,1,2,1,83000,1200,3,3,202101,0.9585,21010072,R,R,R,R,R,R,R,R,R,R,R
18.0105,1,1,2,2,4,0,0,2,1,61000,1200,3,1,202101,0.9585,21010073,R,R,R,R,R,R,I,R,R,I,R
10.6333,2,1,1,2,1,0,0,1,1,64000,1100,3,1,202101,0.9585,21010074,I,I,I,I,I,I,I,R,I,I,R
14.6364,2,1,1,2,2,0,0,1,1,64000,1100,3,1,202101,0.9585,21010075,R,I,I,I,I,R,I,R,R,I,R
14.6364,2,1,1,2,2,0,0,2,1,85000,1200,3,1,202101,0.9585,21010076,R,R,R,R,R,R,R,R,R,R,R
14.6364,1,1,1,2,2,0,0,2,1,64000,670,1,1,202101,0.9585,21010077,R,R,R,R,R,R,R,R,R,R,R
10.6333,2,1,1,1,1,0,0,1,1,9,980,3,1,202101,0.9585,21010078,R,9,R,R,R,R,R,R,R,R,R
10.6333,2,1,1,2,1,0,0,1,1,48600,1100,1,1,202101,0.9585,21010079,R,R,R,R,R,R,R,R,R,R,R
10.6333,1,1,1,2,1,0,0,1,1,59000,920,3,3,202101,0.9585,21010080,I,I,I,I,I,I,I,R,I,I,R
64.3714,2,1,1,2,3,0,0,1,1,56000,840,1,1,202101,0.9585,21010081,R,I,R,R,R,R,R,R,R,R,R
64.3714,2,1,1,2,3,0,0,2,1,59000,1000,3,3,202101,0.9585,21010082,R,R,R,R,R,R,R,R,I,R,R
64.3714,2,1,2,2,3,0,0,2,1,56000,840,1,3,202101,0.9585,21010083,I,I,I,I,I,I,I,R,I,I,R
14.6364,2,1,1,1,2,0,0,2,1,9,1100,3,3,202101,0.9585,21010084,R,9,I,I,I,R,I,R,I,I,R
64.3714,1,2,9,2,3,9,9,9,1,56000,840,1,9,202101,0.9585,21010085,I,I,I,I,I,I,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,55000,900,1,9,202101,0.9585,21010086,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,70000,1200,3,9,202101,0.9585,21010087,I,I,I,I,I,I,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,59000,1300,3,9,202101,0.9585,21010088,R,R,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,72000,1300,3,9,202101,0.9585,21010089,R,R,R,R,R,R,9,9,9,9,9
18.0105,1,2,9,2,4,9,9,9,1,97000,1200,3,9,202101,0.9585,21010090,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,66000,1300,3,9,202101,0.9585,21010091,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,49900,1100,3,9,202101,0.9585,21010092,R,R,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,48200,670,1,9,202101,0.9585,21010093,R,I,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,79000,1400,3,9,202101,0.9585,21010094,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,54000,920,3,9,202101,0.9585,21010095,R,R,R,R,R,R,9,9,9,9,9
18.0105,1,2,9,2,4,9,9,9,1,70000,1200,3,9,202101,0.9585,21010096,I,I,I,I,I,I,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,52000,1100,3,9,202101,0.9585,21010097,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,87000,1200,3,9,202101,0.9585,21010098,R,R,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,70000,1200,3,9,202101,0.9585,21010099,I,I,I,I,I,I,9,9,9,9,9
18.0105,1,2,9,2,4,9,9,9,1,51000,1200,3,9,202101,0.9585,21010100,R,R,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,3,9,9,9,1,59000,930,3,9,202101,0.9585,21010101,I,I,I,I,I,I,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,69000,840,1,9,202101,0.9585,21010102,R,R,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,56000,840,3,9,202101,0.9585,21010103,I,I,I,I,I,I,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,72000,1300,3,9,202101,0.9585,21010104,R,I,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,1,3,9,9,9,1,9,1200,3,9,202101,0.9585,21010105,R,9,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,72000,1300,3,9,202101,0.9585,21010106,R,I,R,R,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,48200,670,1,9,202101,0.9585,21010107,R,I,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,58000,1400,3,9,202101,0.9585,21010108,R,R,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,2,3,9,9,9,1,68000,1200,3,9,202101,0.9585,21010109,R,R,R,R,R,R,9,9,9,9,9
10.6333,1,2,9,2,1,9,9,9,1,78000,1100,3,9,202101,0.9585,21010110,R,R,R,R,R,R,9,9,9,9,9
64.3714,2,2,9,2,3,9,9,9,1,70000,1200,3,9,202101,0.9585,21010111,I,I,I,I,I,I,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,67000,1200,3,9,202101,0.9585,21010112,R,I,R,R,R,R,9,9,9,9,9
64.3714,1,2,9,1,3,9,9,9,1,9,1400,3,9,202101,0.9585,21010113,R,9,I,I,R,R,9,9,9,9,9
14.6364,1,2,9,2,2,9,9,9,1,52000,670,1,9,202101,0.9585,21010114,I,I,I,I,I,I,9,9,9,9,9
64.3714,3,9,9,9,5,9,9,9,1,9,9,9,9,202101,0.9585,21010115,R,9,9,9,9,9,9,9,9,9,9
14.6364,3,9,9,9,5,9,9,9,1,9,9,9,9,202101,0.9585,21010116,R,9,9,9,9,9,9,9,9,9,9
10.6333,3,9,9,9,5,9,9,9,1,9,9,9,9,202101,0.9585,21010117,I,9,9,9,9,9,9,9,9,9,9
32.1857,2,1,5,2,3,1,2,2,2,140000,2100,3,3,202101,1.0546,21010118,I,I,I,I,I,I,I,I,I,I,I
32.1857,2,1,3,2,3,1,1,2,2,100000,1900,3,1,202101,1.0546,21010119,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,81000,2100,3,3,202101,1.0546,21010120,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,5,2,4,3,1,3,2,130000,1300,1,3,202101,1.0546,21010121,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,1,4,1,1,1,2,9,960,1,3,202101,1.0546,21010122,R,9,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,2,1,2,74000,1300,3,3,202101,1.0546,21010123,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,1,1,2,130000,1800,3,3,202101,1.0546,21010124,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,1,2,2,120000,1800,1,3,202101,1.0546,21010125,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,5,2,4,1,1,2,2,74000,1100,1,1,202101,1.0546,21010126,R,R,R,R,R,R,R,I,R,I,I
9.0053,2,1,3,2,4,1,1,1,2,110000,1500,3,3,202101,1.0546,21010127,R,R,R,R,R,R,R,R,R,R,R
9.0053,1,1,5,2,4,3,1,2,2,110000,1500,3,1,202101,1.0546,21010128,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,3,2,1,2,120000,1200,1,1,202101,1.0546,21010129,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,4,2,4,3,1,2,2,130000,2100,3,1,202101,1.0546,21010130,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,4,2,4,1,1,2,2,200000,2100,3,3,202101,1.0546,21010131,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,5,2,4,3,1,1,2,97000,1100,1,1,202101,1.0546,21010132,I,I,I,I,I,I,I,I,I,I,I
9.0053,1,1,3,2,4,3,1,2,2,120000,1700,3,1,202101,1.0546,21010133,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,3,1,2,2,110000,1400,3,1,202101,1.0546,21010134,R,R,R,R,R,R,I,I,R,I,I
9.0053,2,1,4,2,4,3,1,2,2,170000,2100,3,3,202101,1.0546,21010135,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,3,2,1,2,220000,1700,3,3,202101,1.0546,21010136,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,4,2,4,1,1,1,2,260000,1500,3,3,202101,1.0546,21010137,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,1,2,2,110000,1100,1,1,202101,1.0546,21010138,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,3,1,2,2,140000,2400,3,1,202101,1.0546,21010139,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,3,1,2,2,110000,1300,3,1,202101,1.0546,21010140,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,1,1,2,2,140000,1800,1,1,202101,1.0546,21010141,R,R,R,R,R,R,I,R,R,R,R
9.0053,2,1,4,2,4,1,1,2,2,260000,1200,1,1,202101,1.0546,21010142,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,1,2,2,120000,1200,3,3,202101,1.0546,21010143,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,4,2,4,3,1,2,2,140000,1100,3,1,202101,1.0546,21010144,R,R,R,R,R,R,R,R,R,I,R
9.0053,1,1,5,2,4,3,1,2,2,74000,1300,3,1,202101,1.0546,21010145,R,R,R,R,R,R,I,I,R,I,I
9.0053,1,1,3,2,4,3,1,2,2,120000,1800,3,3,202101,1.0546,21010146,R,R,R,R,R,R,R,R,R,R,R
9.0053,1,1,4,2,4,3,1,2,2,140000,1400,3,1,202101,1.0546,21010147,R,R,R,R,R,R,R,R,R,R,R
9.0053,1,1,4,2,4,3,1,2,2,110000,1300,3,1,202101,1.0546,21010148,I,I,I,I,I,I,I,I,I,I,I
9.0053,1,1,3,2,4,3,1,1,2,110000,1100,3,3,202101,1.0546,21010149,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,3,1,1,2,130000,2000,3,1,202101,1.0546,21010150,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,1,1,2,2,130000,2100,3,1,202101,1.0546,21010151,I,I,I,I,I,I,I,I,I,I,I
9.0053,1,1,3,2,4,1,1,1,2,74000,1500,3,1,202101,1.0546,21010152,R,R,R,R,R,R,R,R,R,R,R
5.3167,1,1,3,2,1,1,1,1,2,160000,1300,3,1,202101,1.0546,21010153,R,R,R,R,R,R,I,R,R,R,I
5.3167,2,1,3,2,1,1,1,2,2,130000,1500,3,1,202101,1.0546,21010154,R,R,R,R,R,R,R,R,R,R,I
5.3167,2,1,3,2,1,1,1,2,2,110000,1800,3,3,202101,1.0546,21010155,R,R,R,R,R,R,R,R,R,R,R
5.3167,1,1,3,2,1,1,1,1,2,240000,1600,1,1,202101,1.0546,21010156,R,R,R,R,R,R,R,R,R,R,R
5.3167,2,1,3,2,1,1,1,2,2,120000,1800,3,3,202101,1.0546,21010157,R,R,R,R,R,R,R,R,R,R,R
5.3167,2,1,3,2,3,1,1,2,2,91000,1500,3,1,202101,1.0546,21010158,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,4,2,3,1,1,3,2,120000,1600,3,1,202101,1.0546,21010159,I,I,I,I,I,I,I,I,I,I,I
32.1857,2,1,4,2,3,1,1,1,2,130000,2000,3,1,202101,1.0546,21010160,R,I,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,85000,1600,3,3,202101,1.0546,21010161,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,66000,2100,3,1,202101,1.0546,21010162,R,R,I,I,R,R,R,R,R,R,R
32.1857,2,1,3,1,3,1,1,2,2,9,2000,3,1,202101,1.0546,21010163,R,9,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,120000,1900,3,3,202101,1.0546,21010164,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,2,1,2,120000,1800,3,1,202101,1.0546,21010165,I,I,I,I,I,I,I,I,I,I,I
7.3182,2,1,3,2,2,1,1,2,2,120000,1700,3,1,202101,1.0546,21010166,I,I,I,I,I,I,I,I,I,I,I
7.3182,2,1,3,2,2,1,2,1,2,120000,1600,3,1,202101,1.0546,21010167,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,100000,1200,1,1,202101,1.0546,21010168,I,I,I,I,I,I,I,I,I,I,I
7.3182,1,1,3,2,2,1,1,2,2,130000,1500,3,1,202101,1.0546,21010169,R,R,R,R,R,R,I,R,R,R,R
7.3182,2,1,3,1,2,1,1,2,2,9,2300,3,1,202101,1.0546,21010170,R,9,R,R,R,R,R,R,R,R,R
7.3182,1,1,3,2,2,1,2,2,2,120000,1600,3,1,202101,1.0546,21010171,R,I,R,R,R,R,I,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,130000,2500,3,1,202101,1.0546,21010172,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,150000,2600,3,3,202101,1.0546,21010173,I,I,I,I,I,I,I,I,I,I,I
32.1857,2,1,3,2,3,1,1,2,2,110000,2000,1,1,202101,1.0546,21010174,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,120000,1700,3,3,202101,1.0546,21010175,I,I,I,I,I,I,I,I,I,I,I
7.3182,1,1,3,2,2,1,1,2,2,110000,1600,3,1,202101,1.0546,21010176,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,130000,1800,3,1,202101,1.0546,21010177,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,120000,1600,3,1,202101,1.0546,21010178,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,2,1,1,2,2,110000,1700,3,1,202101,1.0546,21010179,R,R,R,R,R,R,I,I,R,I,I
9.0053,2,1,3,2,2,1,1,1,2,100000,1600,3,1,202101,1.0546,21010180,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,140000,2300,3,1,202101,1.0546,21010181,I,I,I,I,I,I,I,I,I,I,I
7.3182,1,1,3,2,2,1,1,1,2,71000,1300,3,1,202101,1.0546,21010182,R,R,R,R,R,R,I,R,R,R,R
9.0053,2,1,3,2,2,1,1,2,2,120000,1600,3,1,202101,1.0546,21010183,R,I,I,I,I,R,I,I,R,I,I
9.0053,2,1,3,2,2,1,1,2,2,89000,1300,3,1,202101,1.0546,21010184,R,R,R,R,R,R,I,I,R,I,I
7.3182,2,1,3,2,2,1,1,3,2,140000,2100,3,1,202101,1.0546,21010185,R,I,I,I,I,R,I,I,R,I,I
7.3182,1,1,3,2,2,1,1,2,2,71000,1600,3,1,202101,1.0546,21010186,R,R,R,R,R,R,I,R,R,R,R
7.3182,1,1,3,2,2,1,1,2,2,140000,1200,1,1,202101,1.0546,21010187,R,R,R,R,R,R,R,R,R,R,R
7.3182,1,1,3,2,2,1,1,2,2,100000,1600,3,1,202101,1.0546,21010188,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,120000,1600,3,1,202101,1.0546,21010189,I,I,I,I,I,I,I,I,I,I,I
7.3182,2,1,3,2,2,1,1,1,2,170000,1800,3,1,202101,1.0546,21010190,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,1,2,1,1,2,2,9,1600,3,1,202101,1.0546,21010191,I,9,I,I,I,I,I,I,I,I,I
7.3182,1,1,5,1,2,1,1,2,2,9,1600,3,1,202101,1.0546,21010192,R,9,R,R,R,R,R,R,R,R,R
7.3182,1,1,5,2,2,1,1,2,2,150000,2500,3,1,202101,1.0546,21010193,R,R,R,R,R,R,R,R,R,R,R
32.1857,1,1,3,2,3,1,2,2,2,96000,2100,3,1,202101,1.0546,21010194,R,R,R,R,R,R,R,R,R,R,R
32.1857,2,1,3,2,3,1,1,2,2,94000,2200,3,3,202101,1.0546,21010195,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,140000,2200,3,3,202101,1.0546,21010196,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,96000,1600,3,3,202101,1.0546,21010197,R,R,R,R,R,R,R,R,R,R,R
7.3182,1,1,3,2,2,1,1,2,2,130000,2500,3,3,202101,1.0546,21010198,R,R,R,R,R,I,I,I,I,I,I
7.3182,2,1,3,2,2,1,1,2,2,95000,1600,3,1,202101,1.0546,21010199,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,1,2,71000,1200,3,1,202101,1.0546,21010200,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,1,1,2,2,120000,1700,3,1,202101,1.0546,21010201,R,I,R,R,R,R,R,R,I,I,R
7.3182,1,1,3,2,2,3,1,2,2,110000,1700,3,1,202101,1.0546,21010202,R,R,R,R,R,R,I,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,120000,1200,1,3,202101,1.0546,21010203,R,R,R,R,R,R,R,R,R,R,R
7.3182,2,1,3,2,2,1,1,2,2,180000,1700,3,1,202101,1.0546,21010204,R,R,R,R,R,R,R,R,R,R,R
9.0053,2,1,3,2,4,3,1,1,2,110000,1400,3,3,202101,1.0546,21010205,I,I,I,I,I,I,I,I,I,I,I
9.0053,1,1,5,2,4,1,1,2,2,120000,1800,3,3,202101,1.0546,21010206,I,I,I,I,I,I,I,I,I,I,I
9.0053,2,1,3,2,4,1,1,2,2,130000,2100,3,3,202101,1.0546,21010207,I,I,I,I,I,I,I,I,I,I,I
