WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,LOCATION,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
6.3318,1,2,9,2,3,9,9,9,2,110000,1700,3,9,202107,0.9579,21070378,R,R,R,R,R,R,9,9,9,9,9
6.3318,1,2,9,2,3,9,9,9,2,120000,2000,3,9,202107,0.9579,21070379,R,R,R,R,R,R,9,9,9,9,9
6.3318,1,2,9,2,2,9,9,9,2,140000,1800,3,9,202107,0.9579,21070380,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,140000,1900,3,9,202107,0.9579,21070381,R,R,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,150000,1900,3,9,202107,0.9579,21070382,I,I,I,I,I,I,9,9,9,9,9
6.3318,1,2,9,2,2,9,9,9,2,120000,1300,3,9,202107,0.9579,21070383,I,I,I,I,I,I,9,9,9,9,9
4.7627,1,2,9,2,1,9,9,9,2,140000,1600,3,9,202107,0.9579,21070384,R,R,R,R,R,R,9,9,9,9,9
4.3947,1,2,9,2,5,9,9,9,3,110000,1200,1,9,202107,0.9579,21070385,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,150000,2000,3,9,202107,0.9579,21070386,R,I,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,130000,1500,3,9,202107,0.9579,21070387,I,I,I,I,I,I,9,9,9,9,9
6.3318,1,2,9,2,2,9,9,9,2,130000,1600,3,9,202107,0.9579,21070388,R,R,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,150000,2100,3,9,202107,0.9579,21070389,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,140000,1700,3,9,202107,0.9579,21070390,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,140000,2400,3,9,202107,0.9579,21070391,R,R,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,150000,2100,3,9,202107,0.9579,21070392,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,110000,1300,3,9,202107,0.9579,21070393,I,I,I,I,I,I,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,150000,2100,3,9,202107,0.9579,21070394,R,R,R,R,R,R,9,9,9,9,9
29.2842,2,2,9,2,3,9,9,9,2,120000,1800,3,9,202107,0.9579,21070395,R,R,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,86000,1600,3,9,202107,0.9579,21070396,R,R,R,R,R,R,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,110000,1900,3,9,202107,0.9579,21070397,R,R,R,R,R,R,9,9,9,9,9
8.7895,2,2,9,2,4,9,9,9,2,110000,1400,3,9,202107,0.9579,21070398,R,R,R,R,R,R,9,9,9,9,9
5.8596,3,9,9,9,5,9,9,9,3,9,9,9,9,202107,0.9579,21070399,R,9,9,9,9,9,9,9,9,9,9
29.2842,3,9,9,9,5,9,9,9,2,9,9,9,9,202107,0.9579,21070400,I,9,9,9,9,9,9,9,9,9,9
29.2842,3,9,9,9,5,9,9,9,2,9,9,9,9,202107,0.9579,21070401,R,9,9,9,9,9,9,9,9,9,9
29.2842,1,2,9,2,3,9,9,9,2,93000,1900,3,9,202107,0.9579,21070402,R,R,R,R,R,R,9,9,9,9,9
6.3318,2,2,9,2,2,9,9,9,2,100000,1400,3,9,202107,0.9579,21070403,R,R,R,R,R,R,9,9,9,9,9
68.5786,2,1,4,2,3,1,1,2,1,63000,1200,3,3,202108,0.9334,21080001,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,4,2,3,1,1,2,1,51000,900,1,1,202108,0.9334,21080002,R,R,R,R,R,R,R,R,R,R,R
20.0526,1,1,5,2,4,3,1,2,1,120000,960,1,1,202108,0.9334,21080003,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,3,2,3,1,1,2,1,90000,1200,3,3,202108,0.9334,21080004,R,I,R,R,R,R,R,R,R,R,R
20.0526,1,1,4,2,4,3,1,2,1,67000,860,1,1,202108,0.9334,21080005,R,I,R,R,R,R,R,R,R,R,R
20.0526,2,1,4,2,4,2,1,2,1,67000,860,1,1,202108,0.9334,21080006,R,I,I,I,R,R,R,R,R,R,R
20.0526,1,1,3,1,4,1,1,1,1,9,840,1,1,202108,0.9334,21080007,I,9,I,I,I,I,I,I,I,I,I
20.0526,2,1,3,2,4,1,1,2,1,110000,960,1,1,202108,0.9334,21080008,R,R,R,R,R,I,R,I,I,I,I
20.0526,1,1,3,2,4,1,1,1,1,74000,960,1,1,202108,0.9334,21080009,I,I,I,I,I,I,I,I,I,I,I
12.4167,2,1,4,2,1,1,1,3,1,77000,980,1,3,202108,0.9334,21080010,R,R,R,R,R,R,R,R,R,R,R
12.4167,2,1,4,2,1,1,1,3,1,77000,980,1,3,202108,0.9334,21080011,R,R,R,R,R,R,R,R,R,R,R
16.2182,1,1,4,1,3,1,2,3,1,9,920,3,1,202108,0.9334,21080012,R,9,R,R,R,R,R,R,R,R,R
68.5786,2,1,3,2,3,1,1,3,1,90000,1200,3,3,202108,0.9334,21080013,I,I,I,I,I,I,I,I,I,I,I
68.5786,2,1,4,2,3,1,1,2,1,69000,1000,1,3,202108,0.9334,21080014,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,4,2,3,1,1,2,1,78000,1000,1,1,202108,0.9334,21080015,I,I,I,I,I,I,I,I,I,I,I
20.0526,2,1,3,2,4,4,2,3,1,63000,780,1,3,202108,0.9334,21080016,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,1,2,1,2,2,1,9,960,1,1,202108,0.9334,21080017,R,9,R,R,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,1,2,1,85000,1100,3,1,202108,0.9334,21080018,R,I,I,I,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,1,2,1,85000,1300,3,3,202108,0.9334,21080019,R,R,R,R,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,1,1,1,43600,670,1,3,202108,0.9334,21080020,R,R,R,R,R,R,R,R,R,R,R
16.2182,1,1,3,2,2,1,1,2,1,82000,1100,3,1,202108,0.9334,21080021,I,I,I,I,I,I,I,I,I,I,I
20.0526,2,1,3,2,2,1,1,2,1,70000,900,1,1,202108,0.9334,21080022,R,I,I,I,I,R,I,I,R,I,I
16.2182,2,1,3,2,2,1,1,2,1,79000,900,1,1,202108,0.9334,21080023,R,R,R,R,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,1,2,1,83000,1100,3,1,202108,0.9334,21080024,I,I,I,I,I,I,I,I,I,I,I
16.2182,1,1,3,2,2,1,1,2,1,83000,1100,3,1,202108,0.9334,21080025,I,I,I,I,I,I,I,I,I,I,I
68.5786,1,1,3,2,3,1,2,2,1,90000,1200,3,3,202108,0.9334,21080026,I,I,I,I,I,I,I,I,I,I,I
16.2182,1,1,3,2,2,1,1,2,1,81000,1100,3,1,202108,0.9334,21080027,R,R,R,R,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,1,1,1,66000,900,1,1,202108,0.9334,21080028,R,R,R,R,R,R,R,I,R,I,I
16.2182,1,1,3,2,2,1,1,1,1,59000,960,1,1,202108,0.9334,21080029,R,R,R,R,R,R,I,I,R,I,I
16.2182,1,1,3,2,2,1,1,2,1,67000,1100,3,1,202108,0.9334,21080030,R,R,R,R,R,R,I,I,R,I,I
16.2182,1,1,3,2,2,1,1,1,1,72000,1200,3,1,202108,0.9334,21080031,R,R,R,R,R,R,I,I,R,I,I
16.2182,1,1,3,2,2,1,1,2,1,82000,1100,3,1,202108,0.9334,21080032,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,2,2,1,1,2,1,82000,1100,3,1,202108,0.9334,21080033,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,2,2,1,1,2,1,59000,670,1,1,202108,0.9334,21080034,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,2,2,1,1,2,1,74000,960,1,1,202108,0.9334,21080035,I,I,I,I,I,I,I,I,I,I,I
16.2182,1,1,3,1,2,1,1,2,1,9,960,1,1,202108,0.9334,21080036,I,9,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,2,2,1,1,2,1,90000,1200,3,1,202108,0.9334,21080037,I,I,I,I,I,I,I,I,I,I,I
16.2182,1,1,3,2,2,1,1,2,1,73000,1200,3,1,202108,0.9334,21080038,R,R,R,R,R,R,I,I,R,I,I
16.2182,2,1,3,2,2,1,1,2,1,90000,1200,3,1,202108,0.9334,21080039,I,I,I,I,I,I,I,I,I,I,I
20.0526,2,1,3,2,2,1,1,2,1,82000,1100,3,1,202108,0.9334,21080040,R,I,I,I,I,R,I,I,R,I,I
16.2182,2,1,3,2,2,1,1,2,1,83000,1100,3,1,202108,0.9334,21080041,R,I,I,I,R,R,R,R,R,R,R
16.2182,2,1,3,2,2,1,2,2,1,66000,1200,3,3,202108,0.9334,21080042,R,R,R,R,R,R,R,I,I,I,I
16.2182,1,1,3,2,2,1,1,2,1,90000,1200,3,3,202108,0.9334,21080043,I,I,I,I,I,I,I,I,I,I,I
20.0526,2,1,5,2,4,1,1,2,1,63000,780,1,3,202108,0.9334,21080044,R,I,R,R,R,R,R,R,R,R,R
16.2182,1,1,5,1,2,1,1,2,1,9,1100,1,1,202108,0.9334,21080045,R,9,R,R,R,R,R,R,R,I,R
20.0526,2,1,3,2,4,1,1,2,1,73000,840,1,3,202108,0.9334,21080046,R,R,R,R,R,R,R,R,R,R,R
12.4167,2,1,3,2,1,1,1,2,1,77000,1000,1,3,202108,0.9334,21080047,I,I,I,I,I,I,I,I,I,I,I
68.5786,2,1,3,2,3,1,2,1,1,71000,920,3,3,202108,0.9334,21080048,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,1,2,1,1,1,1,9,1300,3,1,202108,0.9334,21080049,R,9,I,I,R,R,I,I,R,I,I
16.2182,2,1,3,2,2,1,1,1,1,82000,1100,3,1,202108,0.9334,21080050,I,I,I,I,I,I,I,I,I,I,I
16.2182,1,1,3,2,2,1,1,1,1,82000,1100,3,1,202108,0.9334,21080051,I,I,I,I,I,I,I,I,I,I,I
16.2182,2,1,3,2,2,1,1,2,1,86000,1200,3,1,202108,0.9334,21080052,I,I,I,I,I,I,I,I,I,I,I
20.0526,2,1,3,2,3,1,1,2,1,90000,1200,3,1,202108,0.9334,21080053,I,I,I,I,I,I,I,I,I,I,I
12.4167,2,1,3,2,1,1,1,2,1,59000,1000,1,1,202108,0.9334,21080054,R,R,R,R,R,R,R,R,R,R,R
12.4167,2,1,3,2,1,1,1,2,1,71000,920,1,1,202108,0.9334,21080055,I,I,I,I,I,I,I,I,I,I,I
12.4167,2,1,3,2,1,1,1,2,1,92000,960,1,1,202108,0.9334,21080056,R,R,R,R,R,R,R,R,R,R,R
68.5786,1,1,4,2,3,1,1,1,1,52000,920,3,3,202108,0.9334,21080057,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,3,2,3,1,1,2,1,71000,920,3,3,202108,0.9334,21080058,I,I,I,I,I,I,I,I,I,I,I
68.5786,2,1,3,2,3,1,1,2,1,110000,1200,3,1,202108,0.9334,21080059,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,3,2,3,1,1,2,1,90000,1200,3,3,202108,0.9334,21080060,I,I,I,I,I,I,I,I,I,I,I
68.5786,2,1,4,2,3,1,1,2,1,51000,1200,3,3,202108,0.9334,21080061,R,R,I,I,R,R,R,R,R,I,R
68.5786,1,1,5,2,3,1,1,2,1,90000,1200,3,3,202108,0.9334,21080062,I,I,I,I,I,I,I,I,I,I,I
68.5786,2,1,5,2,3,1,1,2,1,64000,1200,3,3,202108,0.9334,21080063,R,R,R,R,R,R,R,R,R,R,R
68.5786,1,1,3,2,3,1,1,2,1,76000,1200,3,1,202108,0.9334,21080064,R,R,R,R,R,R,R,R,R,R,R
12.4167,2,1,1,2,1,0,0,1,1,90000,990,1,1,202108,0.9334,21080065,R,R,R,R,R,R,R,R,R,R,R
12.4167,1,1,1,2,1,0,0,2,1,120000,920,1,1,202108,0.9334,21080066,R,R,R,R,R,R,R,R,R,R,R
16.2182,2,1,1,2,2,0,0,1,1,94000,1300,3,1,202108,0.9334,21080067,I,I,I,I,I,I,I,R,I,I,R
16.2182,2,1,2,2,2,0,0,2,1,90000,1200,3,1,202108,0.9334,21080068,I,I,I,I,I,I,I,R,I,I,R
16.2182,1,1,1,2,2,0,0,2,1,82000,1100,3,1,202108,0.9334,21080069,I,I,I,I,I,I,I,R,I,I,R
16.2182,1,1,1,2,2,0,0,2,1,82000,1100,3,1,202108,0.9334,21080070,I,I,I,I,I,I,I,R,I,I,R
68.5786,2,1,1,2,3,0,0,2,1,71000,920,3,3,202108,0.9334,21080071,I,I,I,I,I,I,I,R,I,I,R
16.2182,1,1,1,2,2,0,0,1,1,73000,1200,3,1,202108,0.9334,21080072,R,R,R,R,R,R,I,R,R,I,R
16.2182,1,1,1,2,2,0,0,2,1,90000,1200,3,3,202108,0.9334,21080073,I,I,I,I,I,I,I,R,I,I,R
16.2182,2,1,2,2,2,0,0,2,1,73000,860,3,1,202108,0.9334,21080074,R,R,R,R,R,R,R,R,R,R,R
12.4167,2,1,1,1,1,0,0,1,1,9,1100,3,1,202108,0.9334,21080075,R,9,R,R,R,R,I,R,R,R,R
12.4167,2,1,1,2,1,0,0,1,1,71000,920,1,3,202108,0.9334,21080076,R,R,R,R,R,R,R,R,I,I,R
12.4167,2,1,1,2,1,0,0,2,1,75000,920,1,1,202108,0.9334,21080077,R,R,R,R,R,R,R,R,R,R,R
20.0526,2,1,1,2,4,0,0,1,1,67000,860,1,1,202108,0.9334,21080078,I,I,I,I,I,I,I,R,I,I,R
12.4167,2,1,1,1,1,0,0,1,1,9,920,3,1,202108,0.9334,21080079,R,9,R,R,R,R,R,R,R,R,R
12.4167,2,1,1,2,1,0,0,1,1,80000,1100,1,1,202108,0.9334,21080080,R,I,R,R,R,R,R,R,R,R,R
68.5786,2,1,2,2,3,0,0,2,1,71000,920,3,3,202108,0.9334,21080081,I,I,I,I,I,I,I,R,I,I,R
68.5786,2,1,2,2,3,0,0,2,1,90000,1200,3,3,202108,0.9334,21080082,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,1,2,2,3,0,0,2,1,71000,920,3,1,202108,0.9334,21080083,R,I,R,R,R,R,R,R,R,R,R
68.5786,1,1,2,2,3,0,0,2,1,110000,1200,3,1,202108,0.9334,21080084,R,R,R,R,R,R,R,R,R,I,R
16.2182,2,1,1,2,2,0,0,2,1,80000,1200,3,1,202108,0.9334,21080085,R,R,R,R,R,R,R,R,R,R,R
68.5786,2,2,9,2,3,9,9,9,1,89000,670,1,9,202108,0.9334,21080086,R,R,R,R,R,R,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080087,I,I,I,I,I,I,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,56000,670,1,9,202108,0.9334,21080088,I,I,I,I,I,I,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,71000,920,1,9,202108,0.9334,21080089,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,95000,1200,3,9,202108,0.9334,21080090,R,R,R,R,R,R,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,94000,1300,3,9,202108,0.9334,21080091,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,88000,1200,3,9,202108,0.9334,21080092,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,92000,1200,3,9,202108,0.9334,21080093,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,110000,1200,3,9,202108,0.9334,21080094,R,R,R,R,R,R,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,94000,1300,3,9,202108,0.9334,21080095,R,I,R,R,R,R,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080096,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,80000,1100,3,9,202108,0.9334,21080097,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,97000,1200,3,9,202108,0.9334,21080098,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,43600,670,1,9,202108,0.9334,21080099,R,R,R,R,R,R,9,9,9,9,9
16.2182,2,2,9,2,2,9,9,9,1,82000,1100,3,9,202108,0.9334,21080100,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080101,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080102,I,I,I,I,I,I,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,82000,1100,3,9,202108,0.9334,21080103,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,82000,1100,3,9,202108,0.9334,21080104,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,74000,1200,3,9,202108,0.9334,21080105,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,3,9,9,9,1,70000,920,3,9,202108,0.9334,21080106,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,49500,920,1,9,202108,0.9334,21080107,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,74000,1300,3,9,202108,0.9334,21080108,R,R,R,R,R,R,9,9,9,9,9
16.2182,1,2,9,2,2,9,9,9,1,82000,1100,3,9,202108,0.9334,21080109,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080110,I,I,I,I,I,I,9,9,9,9,9
12.4167,1,2,9,2,1,9,9,9,1,80000,1100,1,9,202108,0.9334,21080111,I,I,I,I,I,I,9,9,9,9,9
12.4167,1,2,9,2,1,9,9,9,1,80000,1100,3,9,202108,0.9334,21080112,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,41700,670,1,9,202108,0.9334,21080113,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,70000,900,1,9,202108,0.9334,21080114,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,70000,900,3,9,202108,0.9334,21080115,I,I,I,I,I,I,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,60000,1100,3,9,202108,0.9334,21080116,R,R,R,R,R,R,9,9,9,9,9
68.5786,2,2,9,2,3,9,9,9,1,90000,1200,3,9,202108,0.9334,21080117,R,I,R,R,R,R,9,9,9,9,9
12.4167,1,2,9,2,1,9,9,9,1,71000,1200,3,9,202108,0.9334,21080118,R,I,R,R,R,R,9,9,9,9,9
68.5786,1,2,9,2,3,9,9,9,1,84000,1200,3,9,202108,0.9334,21080119,R,R,R,R,R,R,9,9,9,9,9
16.2182,3,9,9,9,5,9,9,9,1,9,9,9,9,202108,0.9334,21080120,R,9,9,9,9,9,9,9,9,9,9
34.2893,2,1,3,2,3,1,1,1,2,170000,2600,3,1,202108,1.0636,21080121,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,3,2,3,1,3,2,2,120000,1600,3,3,202108,1.0636,21080122,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,1,2,2,140000,1500,1,1,202108,1.0636,21080123,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,2,1,2,120000,1600,3,3,202108,1.0636,21080124,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,1,2,2,130000,1600,3,1,202108,1.0636,21080125,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,2,2,2,130000,1600,3,3,202108,1.0636,21080126,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,3,2,4,1,1,2,2,100000,1100,1,3,202108,1.0636,21080127,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,1,2,2,120000,1700,3,1,202108,1.0636,21080128,R,R,R,R,R,R,R,R,R,R,R
6.6842,2,1,3,2,5,3,2,2,3,250000,2300,3,1,202108,1.0636,21080129,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,5,2,4,3,1,1,2,130000,1500,3,3,202108,1.0636,21080130,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,1,1,2,160000,2100,1,3,202108,1.0636,21080131,R,R,R,R,R,R,R,R,R,R,R
10.0263,1,1,4,2,4,3,1,2,2,120000,1500,3,1,202108,1.0636,21080132,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,3,2,4,3,1,2,2,180000,2400,3,1,202108,1.0636,21080133,I,I,I,I,I,I,I,I,I,I,I
10.0263,1,1,4,2,4,3,1,2,2,190000,1100,1,1,202108,1.0636,21080134,R,R,R,R,R,R,I,R,R,R,R
10.0263,2,1,3,2,4,1,1,2,2,150000,1400,3,1,202108,1.0636,21080135,R,R,R,R,R,R,R,R,R,R,R
10.0263,1,1,5,2,4,3,1,2,2,160000,1400,3,1,202108,1.0636,21080136,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,5,2,4,3,1,1,2,130000,1500,3,1,202108,1.0636,21080137,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,4,2,3,1,3,2,2,140000,1700,3,3,202108,1.0636,21080138,R,I,R,R,R,R,I,R,R,I,R
34.2893,1,1,3,2,3,1,1,2,2,170000,2300,3,3,202108,1.0636,21080139,R,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,3,2,3,1,2,2,2,160000,2200,3,1,202108,1.0636,21080140,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,3,1,2,2,96000,1000,3,1,202108,1.0636,21080141,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,4,2,4,3,1,2,2,120000,1200,1,3,202108,1.0636,21080142,R,R,R,R,R,R,R,I,R,I,I
10.0263,2,1,3,2,4,3,1,2,2,200000,2400,3,1,202108,1.0636,21080143,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,4,1,4,3,1,2,2,9,1900,3,1,202108,1.0636,21080144,R,9,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,1,1,2,2,110000,960,1,1,202108,1.0636,21080145,R,R,R,R,R,R,R,R,R,R,R
6.6842,1,1,3,2,5,3,2,1,3,210000,2600,3,1,202108,1.0636,21080146,R,R,R,R,R,R,R,R,R,R,R
10.0263,1,1,4,2,4,3,1,2,2,200000,1100,1,1,202108,1.0636,21080147,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,4,2,4,1,1,3,2,200000,1000,3,1,202108,1.0636,21080148,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,4,2,4,3,1,2,2,110000,1200,1,1,202108,1.0636,21080149,R,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,4,2,4,3,1,3,2,97000,1100,1,3,202108,1.0636,21080150,R,I,I,I,I,R,I,I,R,I,I
6.6842,2,1,4,2,5,2,1,1,3,200000,2400,3,1,202108,1.0636,21080151,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,3,1,1,2,130000,1600,3,1,202108,1.0636,21080152,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,5,2,4,4,3,2,2,130000,1200,3,1,202108,1.0636,21080153,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,4,2,4,3,2,1,2,190000,2400,3,1,202108,1.0636,21080154,I,I,I,I,I,I,I,I,I,I,I
10.0263,1,1,4,2,4,3,1,2,2,97000,1100,1,1,202108,1.0636,21080155,I,I,I,I,I,I,I,I,I,I,I
6.6842,2,1,4,2,5,3,1,2,3,150000,1900,3,1,202108,1.0636,21080156,R,I,R,R,R,R,R,R,R,R,R
10.0263,2,1,5,2,4,3,1,2,2,94000,960,3,1,202108,1.0636,21080157,I,I,I,I,I,I,I,I,I,I,I
10.0263,2,1,3,2,4,1,1,2,2,120000,1700,3,1,202108,1.0636,21080158,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,3,2,4,3,2,2,2,110000,1200,3,1,202108,1.0636,21080159,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,4,2,4,3,1,2,2,160000,960,3,1,202108,1.0636,21080160,R,R,R,R,R,R,R,R,R,R,R
10.0263,2,1,4,2,4,3,1,2,2,140000,960,3,1,202108,1.0636,21080161,R,R,R,R,R,R,R,R,R,R,I
10.0263,2,1,3,2,4,1,1,1,2,140000,1700,3,1,202108,1.0636,21080162,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,4,2,3,1,1,1,2,110000,1300,3,3,202108,1.0636,21080163,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,4,2,3,1,1,2,2,120000,1600,3,1,202108,1.0636,21080164,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,5,2,3,1,1,2,2,130000,1600,3,1,202108,1.0636,21080165,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,3,2,3,1,1,2,2,99000,1600,3,1,202108,1.0636,21080166,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,3,2,3,1,1,1,2,130000,1600,3,3,202108,1.0636,21080167,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,5,2,3,1,1,2,2,130000,2400,3,3,202108,1.0636,21080168,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,3,2,3,1,1,2,2,130000,1600,3,3,202108,1.0636,21080169,R,I,I,I,R,R,I,I,R,I,I
34.2893,2,1,4,2,3,1,1,2,2,180000,2200,3,3,202108,1.0636,21080170,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,3,2,3,1,2,1,2,210000,2600,3,1,202108,1.0636,21080171,I,I,I,I,I,I,I,I,I,I,I
34.2893,2,1,3,2,3,1,2,2,2,90000,1600,3,3,202108,1.0636,21080172,R,R,R,R,R,R,R,R,R,R,R
34.2893,1,1,4,2,3,1,2,2,2,120000,2000,3,3,202108,1.0636,21080173,R,R,R,R,R,R,R,R,R,R,R
34.2893,2,1,3,2,3,1,1,2,2,130000,1700,3,1,202108,1.0636,21080174,R,R,R,R,R,R,R,R,R,R,R
8.1091,1,1,3,2,2,1,1,2,2,100000,1100,3,1,202108,1.0636,21080175,I,I,I,I,I,I,I,I,I,I,I
8.1091,1,1,3,2,2,1,1,2,2,130000,1600,3,1,202108,1.0636,21080176,I,I,I,I,I,I,I,I,I,I,I
8.1091,2,1,3,2,2,1,1,2,2,87000,1200,3,1,202108,1.0636,21080177,R,R,R,R,R,R,R,R,R,R,R
8.1091,2,1,3,2,2,1,1,2,2,94000,1100,1,3,202108,1.0636,21080178,R,R,R,R,R,R,R,I,R,I,I
8.1091,2,1,3,2,2,1,1,1,2,210000,2200,3,3,202108,1.0636,21080179,R,R,R,R,R,R,R,R,R,R,R
8.1091,2,1,3,2,2,1,1,2,2,180000,1600,3,1,202108,1.0636,21080180,R,R,R,R,R,R,R,R,R,R,R
8.1091,1,1,3,2,2,1,2,2,2,140000,1800,3,1,202108,1.0636,21080181,I,I,I,I,I,I,I,I,I,I,I
